,entidad,nom_ent,mun,nom_mun,pobtot,pob_edo,prop_pob_mun
2308,20,Oaxaca,544,Teococuilco de Marcos Pérez,2212,7615962,0.0002904426256328485
2309,20,Oaxaca,319,San Pedro Mixtepec -Dto. 26 -,2210,7615962,0.0002901800192805584
2310,5,Coahuila de Zaragoza,1,Abasolo,2196,5506909,0.00039877179739124073
2311,20,Oaxaca,78,Rojas de Cuauhtémoc,2184,7615962,0.0002867661367007871
2312,8,Chihuahua,33,Huejotitán,2182,6847912,0.00031863727220793727
2313,20,Oaxaca,257,San Melchor Betaza,2182,7615962,0.000286503530348497
2314,20,Oaxaca,402,Santa María Cortijo,2174,7615962,0.00028545310493933665
2315,20,Oaxaca,241,San Martín Lachilá,2171,7615962,0.0002850591954109015
2316,20,Oaxaca,1,Abejones,2168,7615962,0.0002846652858824663
2317,26,Sonora,22,Cucurpe,2156,5346581,0.00040324835628600784
2318,20,Oaxaca,239,San Martín Huamelúlpam,2154,7615962,0.00028282704141643564
2319,19,Nuevo León,40,Parás,2126,9320338,0.00022810331556645264
2320,20,Oaxaca,451,Santiago Apoala,2106,7615962,0.0002765244889614733
2321,20,Oaxaca,262,San Miguel Amatlán,2094,7615962,0.0002749488508477327
2322,20,Oaxaca,283,San Miguel Tequixtepec,2092,7615962,0.0002746862444954426
2323,28,Tamaulipas,36,San Nicolás,2082,6556450,0.00031754989361621
2324,20,Oaxaca,32,Fresnillo de Trujano,2066,7615962,0.00027127236191567134
2325,20,Oaxaca,4,Asunción Cuyotepeji,2030,7615962,0.00026654544757444954
2326,20,Oaxaca,290,San Nicolás Hidalgo,2024,7615962,0.0002657576285175793
2327,20,Oaxaca,230,San Lorenzo Victoria,2014,7615962,0.0002644445967561288
2328,20,Oaxaca,335,San Pedro Yaneri,2005,7615962,0.0002632628681708233
2329,20,Oaxaca,514,Santo Domingo Roayaga,2001,7615962,0.00026273765546624316
2330,20,Oaxaca,168,San José Estancia Grande,1971,7615962,0.0002587985601818917
2331,20,Oaxaca,480,Santiago Nundiche,1940,7615962,0.00025472816172139514
2332,20,Oaxaca,432,Santa María Temaxcalapa,1936,7615962,0.0002542029490168149
2333,26,Sonora,32,Huásabas,1930,5346581,0.0003609783523339495
2334,20,Oaxaca,547,Teotongo,1908,7615962,0.0002505264600847536
2335,20,Oaxaca,371,Santa Catarina Ticuá,1908,7615962,0.0002505264600847536
2336,21,Puebla,24,Axutla,1905,11567088,0.00016469140720637727
2337,20,Oaxaca,155,San Ildefonso Sola,1896,7615962,0.00024895082197101296
2338,31,Yucatán,60,Quintana Roo,1884,3916927,0.00048098930615760776
2339,20,Oaxaca,501,Santiago Yucuyachi,1880,7615962,0.0002468499711526922
2340,20,Oaxaca,296,San Pablo Macuiltianguis,1864,7615962,0.0002447491203343714
2341,20,Oaxaca,361,Santa Catalina Quierí,1844,7615962,0.00024212305681147044
2342,20,Oaxaca,389,Santa Inés Yatzeche,1842,7615962,0.00024186045045918034
2343,20,Oaxaca,268,San Miguel Ejutla,1832,7615962,0.00024054741869772983
2344,20,Oaxaca,512,Santo Domingo Ozolotepec,1826,7615962,0.00023975959964085954
2345,20,Oaxaca,357,Santa Ana Tavela,1818,7615962,0.00023870917423169917
2346,20,Oaxaca,331,San Pedro Tidaá,1796,7615962,0.00023582050435650808
2347,20,Oaxaca,440,Santa María Totolapilla,1792,7615962,0.00023529529165192787
2348,20,Oaxaca,322,San Pedro Ocopetatillo,1768,7615962,0.0002321440154244467
2349,20,Oaxaca,510,Santo Domingo Ixcatlán,1759,7615962,0.00023096228683914125
2350,20,Oaxaca,22,Cosoltepec,1749,7615962,0.00022964925507769078
2351,21,Puebla,146,Santa Catarina Tlaltempan,1748,11567088,0.0001511184145914685
2352,20,Oaxaca,86,San Agustín Tlacotepec,1748,7615962,0.00022951795190154572
2353,21,Puebla,131,San Juan Atzompa,1744,11567088,0.00015077260586242623
2354,19,Nuevo León,35,Melchor Ocampo,1739,9320338,0.00018658121626061202
2355,20,Oaxaca,321,San Pedro Nopala,1711,7615962,0.00022465973438417892
2356,20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,1709,7615962,0.00022439712803188882
2357,20,Oaxaca,8,Asunción Tlacolulita,1684,7615962,0.0002211145486282626
2358,20,Oaxaca,18,Concepción Buenavista,1675,7615962,0.00021993282004295714
2359,20,Oaxaca,313,San Pedro Jocotipac,1668,7615962,0.0002190136978099418
2360,20,Oaxaca,140,San Francisco Chindúa,1659,7615962,0.00021783196922463635
2361,20,Oaxaca,411,Santa María Guelacé,1632,7615962,0.00021428678346872005
2362,20,Oaxaca,238,San Martín de los Cansecos,1632,7615962,0.00021428678346872005
2363,26,Sonora,24,Divisaderos,1626,5346581,0.00030411958595595953
2364,20,Oaxaca,359,Santa Ana Yareni,1618,7615962,0.00021244853900268936
2365,20,Oaxaca,276,San Miguel Santa Flor,1608,7615962,0.00021113550724123886
2366,26,Sonora,9,Bacanora,1599,5346581,0.0002990696297315986
2367,20,Oaxaca,282,San Miguel Tenango,1596,7615962,0.00020955986912749827
2368,20,Oaxaca,506,Santo Domingo Albarradas,1568,7615962,0.0002058833801954369
2369,20,Oaxaca,96,San Andrés Sinaxtla,1551,7615962,0.00020365122620097107
2370,20,Oaxaca,404,Santa María Chachoápam,1550,7615962,0.00020351992302482602
2371,20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,1542,7615962,0.00020246949761566562
2372,20,Oaxaca,215,San Juan Sayultepec,1535,7615962,0.00020155037538265028
2373,21,Puebla,30,Coatepec,1516,11567088,0.0001310615083070173
2374,20,Oaxaca,316,San Pedro Mártir Quiechapa,1506,7615962,0.00019774258327444387
2375,20,Oaxaca,542,Taniche,1492,7615962,0.00019590433880841318
2376,20,Oaxaca,258,San Miguel Achiutla,1488,7615962,0.00019537912610383297
2377,20,Oaxaca,355,Santa Ana Cuauhtémoc,1482,7615962,0.00019459130704696268
2378,20,Oaxaca,320,San Pedro Molinos,1460,7615962,0.0001917026371717716
2379,20,Oaxaca,101,San Andrés Zabache,1452,7615962,0.00019065221176261122
2380,20,Oaxaca,204,San Juan Lajarcia,1430,7615962,0.00018776354188742013
2381,20,Oaxaca,538,Sitio de Xitlapehua,1429,7615962,0.00018763223871127508
2382,20,Oaxaca,199,San Juan Ihualtepec,1426,7615962,0.00018723832918283995
2383,20,Oaxaca,209,San Juan Mixtepec -Dto. 26 -,1422,7615962,0.00018671311647825974
2384,20,Oaxaca,224,San Juan Yucuita,1380,7615962,0.00018119838308016767
2385,20,Oaxaca,422,Santa María Nativitas,1371,7615962,0.00018001665449486224
2386,20,Oaxaca,122,San Bartolo Yautepec,1364,7615962,0.0001790975322618469
2387,20,Oaxaca,114,San Baltazar Yatzachi el Bajo,1359,7615962,0.00017844101638112166
2388,20,Oaxaca,370,Santa Catarina Tayata,1358,7615962,0.0001783097132049766
2389,20,Oaxaca,463,Santiago Huauclilla,1343,7615962,0.00017634016556280086
2390,20,Oaxaca,121,San Bartolo Soyaltepec,1330,7615962,0.00017463322427291523
2391,21,Puebla,133,San Martín Totoltepec,1314,11567088,0.00011359816749038306
2392,26,Sonora,7,Atil,1266,5346581,0.0002367868362978135
2393,20,Oaxaca,246,San Mateo Cajonos,1242,7615962,0.0001630785447721509
2394,20,Oaxaca,461,Santiago del Río,1238,7615962,0.00016255333206757072
2395,20,Oaxaca,288,San Miguel Yotao,1222,7615962,0.00016045248124924992
2396,20,Oaxaca,218,San Juan Teita,1218,7615962,0.00015992726854466974
2397,20,Oaxaca,383,Santa Cruz Tayata,1216,7615962,0.00015966466219237963
2398,20,Oaxaca,186,San Juan Cieneguilla,1213,7615962,0.0001592707526639445
2399,21,Puebla,135,San Miguel Ixitlán,1182,11567088,0.00010218647943198841
2400,20,Oaxaca,62,Natividad,1172,7615962,0.00015388732244199749
2401,20,Oaxaca,419,Santa María Jaltianguis,1156,7615962,0.0001517864716236767
2402,20,Oaxaca,423,Santa María Nduayaco,1136,7615962,0.0001491604081007757
2403,20,Oaxaca,493,Santiago Tillo,1109,7615962,0.00014561522234485938
2404,20,Oaxaca,35,Guelatao de Juárez,1088,7615962,0.00014285785564581335
2405,20,Oaxaca,416,Santa María Ixcatlán,1042,7615962,0.0001368179095431411
2406,20,Oaxaca,354,Santa Ana Ateixtlahuaca,1030,7615962,0.0001352422714294005
2407,20,Oaxaca,552,Tlacotepec Plumas,1020,7615962,0.00013392923966795003
2408,26,Sonora,54,San Javier,1013,5346581,0.00018946687612139422
2409,20,Oaxaca,74,Santa Catarina Quioquitani,1010,7615962,0.00013261620790649953
2410,20,Oaxaca,93,San Andrés Lagunas,1010,7615962,0.00013261620790649953
2411,20,Oaxaca,100,San Andrés Yaá,994,7615962,0.00013051535708817876
2412,20,Oaxaca,471,Santiago Lalopa,992,7615962,0.00013025275073588866
2413,20,Oaxaca,536,San Vicente Nuñú,986,7615962,0.00012946493167901836
2414,21,Puebla,95,La Magdalena Tlatlauquitepec,968,11567088,8.36857124282274e-05
2415,20,Oaxaca,408,Santa María del Rosario,967,7615962,0.00012697017133226244
2416,20,Oaxaca,464,Santiago Ihuitlán Plumas,960,7615962,0.0001260510490992471
2417,20,Oaxaca,99,San Andrés Tepetlapa,950,7615962,0.0001247380173377966
2418,20,Oaxaca,444,Santa María Yolotepec,933,7615962,0.00012250586334333077
2419,20,Oaxaca,138,San Francisco Cajonos,920,7615962,0.00012079892205344512
2420,26,Sonora,46,Oquitoa,918,5346581,0.00017169851162827235
2421,20,Oaxaca,311,San Pedro Jaltepetongo,916,7615962,0.00012027370934886492
2422,20,Oaxaca,373,Santa Catarina Zapoquila,905,7615962,0.00011882937441126939
2423,20,Oaxaca,223,San Juan Yatzona,904,7615962,0.00011869807123512433
2424,20,Oaxaca,443,Santa María Yavesía,904,7615962,0.00011869807123512433
2425,20,Oaxaca,172,San Juan Achiutla,873,7615962,0.00011462767277462781
2426,20,Oaxaca,181,San Juan Bautista Suchitepec,843,7615962,0.00011068857749027634
2427,20,Oaxaca,476,Santiago Miltepec,836,7615962,0.000109769455257261
2428,26,Sonora,44,Onavas,825,5346581,0.00015430421796658463
2429,20,Oaxaca,332,San Pedro Topiltepec,824,7615962,0.00010819381714352041
2430,20,Oaxaca,54,Magdalena Zahuatlán,818,7615962,0.00010740599808665012
2431,20,Oaxaca,196,San Juan Evangelista Analco,811,7615962,0.00010648687585363477
2432,20,Oaxaca,119,San Bartolomé Yucuañe,804,7615962,0.00010556775362061943
2433,20,Oaxaca,151,San Francisco Teopan,799,7615962,0.00010491123773989419
2434,26,Sonora,53,San Felipe de Jesús,792,5346581,0.00014813204924792124
2435,20,Oaxaca,147,San Francisco Nuxaño,761,7615962,9.992171704638232e-05
2436,20,Oaxaca,503,Santiago Zoochila,748,7615962,9.821477575649668e-05
2437,20,Oaxaca,524,Santo Domingo Yodohino,744,7615962,9.768956305191649e-05
2438,20,Oaxaca,120,San Bartolomé Zoogocho,736,7615962,9.66391376427561e-05
2439,20,Oaxaca,376,Santa Cruz de Bravo,728,7615962,9.55887122335957e-05
2440,20,Oaxaca,287,San Miguel Tulancingo,717,7615962,9.414437729600016e-05
2441,20,Oaxaca,442,Santa María Yalina,708,7615962,9.296264871069472e-05
2442,20,Oaxaca,129,San Cristóbal Suchixtlahuaca,689,7615962,9.04678883639388e-05
2443,20,Oaxaca,191,San Juan Chicomezúchil,650,7615962,8.534706449428187e-05
2444,20,Oaxaca,281,San Miguel Tecomatlán,622,7615962,8.16705755622205e-05
2445,20,Oaxaca,267,San Miguel del Río,594,7615962,7.799408663015913e-05
2446,20,Oaxaca,106,San Antonio Acutla,594,7615962,7.799408663015913e-05
2447,20,Oaxaca,521,Santo Domingo Tonaltepec,552,7615962,7.247935323206707e-05
2448,20,Oaxaca,430,Santa María Tataltepec,506,7615962,6.643940712939482e-05
2449,20,Oaxaca,556,La Trinidad Vista Hermosa,498,7615962,6.538898172023442e-05
2450,20,Oaxaca,256,San Mateo Tlapiltepec,472,7615962,6.197509914046315e-05
2451,20,Oaxaca,341,San Pedro Yucunama,464,7615962,6.092467373130276e-05
2452,20,Oaxaca,479,Santiago Nejapilla,453,7615962,5.948033879370721e-05
2453,20,Oaxaca,518,Santo Domingo Tlatayápam,306,7615962,4.017877190038501e-05
2454,20,Oaxaca,488,Santiago Tepetlapa,263,7615962,3.45327353261479e-05
2455,20,Oaxaca,47,Santa Magdalena Jicotlán,187,7615962,2.455369393912417e-05
