,entidad,nom_ent,mun,nom_mun,pobtot,pob_edo,prop_pob_mun
1096,20,Oaxaca,427,Santa María Petapa,30794,7615962,0.00404335000621064
1097,21,Puebla,44,Cuyoaco,30786,11567088,0.002661516883073769
1098,15,México,102,Timilpan,30782,30357152,0.001013994988726215
1099,29,Tlaxcala,7,El Carmen Tequexquitla,30736,2342829,0.013119181980417692
1100,14,Jalisco,113,San Gabriel,30723,14729215,0.002085854541467417
1101,31,Yucatán,2,Acanceh,30702,3916927,0.007838287514676684
1102,30,Veracruz de Ignacio de la Llave,59,Chinameca,30695,15332413,0.002001967987687261
1103,30,Veracruz de Ignacio de la Llave,60,Chinampa de Gorostiza,30689,15332413,0.0020015766598512575
1104,24,San Luis Potosí,18,Huehuetlán,30669,5184349,0.005915689703760298
1105,30,Veracruz de Ignacio de la Llave,93,Jilotepec,30662,15332413,0.0019998156845892423
1106,16,Michoacán de Ocampo,70,Purépero,30618,8722733,0.0035101383935516543
1107,18,Nayarit,2,Ahuacatlán,30566,2178445,0.014031109346345673
1108,16,Michoacán de Ocampo,111,Ziracuaretiro,30503,8722733,0.0034969544522341794
1109,16,Michoacán de Ocampo,86,Tanhuato,30373,8722733,0.003482050866397034
1110,28,Tamaulipas,17,Jaumave,30342,6556450,0.0046278092565336425
1111,24,San Luis Potosí,34,San Vicente Tancuayalab,30302,5184349,0.005844899716434986
1112,15,México,117,Zacualpan,30251,30357152,0.000996503229288439
1113,1,Aguascalientes,4,Cosío,30244,2376187,0.012727954491797153
1114,12,Guerrero,25,Cuautepec,30237,6789085,0.0044537665974133485
1115,20,Oaxaca,447,Santa María Zacatepec,30177,7615962,0.003962335946529145
1116,12,Guerrero,14,Benito Juárez,30108,6789085,0.004434765509637896
1117,28,Tamaulipas,7,Camargo,30040,6556450,0.0045817477445873915
1118,8,Chihuahua,8,Batopilas,30015,6847912,0.004383087866783335
1119,30,Veracruz de Ignacio de la Llave,120,Oteapan,29970,15332413,0.0019546825408368533
1120,30,Veracruz de Ignacio de la Llave,82,Ixhuatlán del Sureste,29910,15332413,0.0019507692624768196
1121,13,Hidalgo,57,Singuilucan,29889,5333562,0.005603947230762481
1122,24,San Luis Potosí,51,Villa Hidalgo,29842,5184349,0.0057561711219672905
1123,30,Veracruz de Ignacio de la Llave,116,Oluta,29790,15332413,0.001942942705756752
1124,31,Yucatán,85,Temozón,29739,3916927,0.0075924315158286074
1125,15,México,4,Almoloya de Alquisiras,29712,30357152,0.0009787479405182673
1126,31,Yucatán,104,Yaxcabá,29697,3916927,0.007581708824290062
1127,30,Veracruz de Ignacio de la Llave,63,Chontla,29669,15332413,0.001935050927730684
1128,19,Nuevo León,22,Gral. Terán,29626,9320338,0.0031786400879453085
1129,20,Oaxaca,5,Asunción Ixtaltepec,29570,7615962,0.0038826349186091
1130,16,Michoacán de Ocampo,41,Irimbo,29546,8722733,0.0033872411318791942
1131,21,Puebla,6,Ahuacatlán,29508,11567088,0.0025510309941447666
1132,20,Oaxaca,364,Santa Catarina Juquila,29468,7615962,0.0038692419946423054
1133,12,Guerrero,17,Cocula,29444,6789085,0.004336961460933248
1134,16,Michoacán de Ocampo,4,Angamacutiro,29379,8722733,0.0033680957562268613
1135,20,Oaxaca,21,Cosolapa,29372,7615962,0.0038566368897323803
1136,14,Jalisco,5,Amatitán,29353,14729215,0.0019928421168405783
1137,17,Morelos,13,Jonacatepec,29348,3558947,0.008246259357051398
1138,14,Jalisco,84,Talpa de Allende,29340,14729215,0.0019919595171908346
1139,30,Veracruz de Ignacio de la Llave,168,Tequila,29299,15332413,0.0019109190445104759
1140,17,Morelos,33,Temoac,29289,3558947,0.00822968141981322
1141,29,Tlaxcala,38,Tzompantepec,29259,2342829,0.012488747578248348
1142,30,Veracruz de Ignacio de la Llave,24,Tlaltetela,29255,15332413,0.0019080493070464512
1143,16,Michoacán de Ocampo,92,Tiquicheo de Nicolás Romero,29231,8722733,0.0033511285969661116
1144,24,San Luis Potosí,45,Venado,29144,5184349,0.005621535124275006
1145,16,Michoacán de Ocampo,32,Erongarícuaro,29118,8722733,0.0033381739415845927
1146,24,San Luis Potosí,42,Tanquián de Escobedo,29082,5184349,0.005609576052846751
1147,12,Guerrero,19,Copalillo,29071,6789085,0.004282020331163919
1148,30,Veracruz de Ignacio de la Llave,145,Soconusco,28994,15332413,0.0018910265461803044
1149,12,Guerrero,13,Azoyú,28946,6789085,0.004263608424404762
1150,21,Puebla,124,San Gabriel Chilac,28908,11567088,0.0024991596847884273
1151,14,Jalisco,58,Mascota,28903,14729215,0.0019622905905032958
1152,24,San Luis Potosí,39,Tampamolón Corona,28880,5184349,0.005570612626580502
1153,16,Michoacán de Ocampo,29,Churumuco,28879,8722733,0.003310774272237841
1154,12,Guerrero,33,Huamuxtitlán,28806,6789085,0.004242987088834504
1155,30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,28681,15332413,0.0018706122774021284
1156,26,Sonora,72,San Ignacio Río Muerto,28649,5346581,0.0053583776248784035
1157,18,Nayarit,19,La Yesca,28620,2178445,0.013137811604148831
1158,20,Oaxaca,248,San Mateo del Mar,28523,7615962,0.003745160493185234
1159,16,Michoacán de Ocampo,14,Coahuayana,28518,8722733,0.003269388160797768
1160,21,Puebla,36,Coyomeapan,28410,11567088,0.0024561064980226656
1161,20,Oaxaca,327,San Pedro Tapanatepec,28328,7615962,0.0037195563738369494
1162,28,Tamaulipas,30,Padilla,28310,6556450,0.004317885441054229
1163,7,Chiapas,104,Tzimol,28245,9645256,0.002928382616283072
1164,7,Chiapas,105,Unión Juárez,28210,9645256,0.00292475388937318
1165,31,Yucatán,98,Tzucacab,28104,3916927,0.007175012452363805
1166,21,Puebla,117,Rafael Lara Grajales,28104,11567088,0.0024296521302509325
1167,13,Hidalgo,68,Tianguistengo,28094,5333562,0.005267399160261004
1168,30,Veracruz de Ignacio de la Llave,167,Tepetzintla,28080,15332413,0.0018314142724957904
1169,14,Jalisco,79,Gómez Farías,28064,14729215,0.0019053289669544507
1170,7,Chiapas,22,Chalchihuitán,28054,9645256,0.0029085801351462315
1171,21,Puebla,78,Huitzilan de Serdán,27964,11567088,0.0024175488247344533
1172,20,Oaxaca,557,Unión Hidalgo,27946,7615962,0.0036693985605495407
1173,16,Michoacán de Ocampo,90,Tingambato,27918,8722733,0.003200602380010944
1174,29,Tlaxcala,14,Hueyotlipan,27849,2342829,0.011886911080578225
1175,30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,27828,15332413,0.0018149785033836486
1176,13,Hidalgo,39,Mineral del Monte,27758,5333562,0.005204401861270198
1177,13,Hidalgo,22,Epazoyucan,27746,5333562,0.005202151957734812
1178,20,Oaxaca,157,San Jacinto Amilpas,27720,7615962,0.0036397240427407593
1179,29,Tlaxcala,30,Terrenate,27627,2342829,0.011792153844774843
1180,21,Puebla,63,Esperanza,27592,11567088,0.002385388612933523
1181,14,Jalisco,110,Unión de Tula,27574,14729215,0.0018720617493871872
1182,21,Puebla,26,Calpan,27462,11567088,0.0023741498292396495
1183,20,Oaxaca,227,San Lorenzo Cacaotepec,27422,7615962,0.003600595696249535
1184,29,Tlaxcala,8,Cuapiaxtla,27411,2342829,0.011699957615344526
1185,12,Guerrero,18,Copala,27301,6789085,0.004021307731454238
1186,16,Michoacán de Ocampo,46,Juárez,27257,8722733,0.0031248233781774586
1187,20,Oaxaca,10,El Barrio de la Soledad,27249,7615962,0.003577880246776441
1188,16,Michoacán de Ocampo,42,Ixtlán,27196,8722733,0.003117830157130798
1189,16,Michoacán de Ocampo,72,Queréndaro,27183,8722733,0.003116339798547084
1190,20,Oaxaca,468,Santiago Jocotepec,27174,7615962,0.0035680325085655626
1191,21,Puebla,144,San Salvador Huixcolotla,27161,11567088,0.0023481277223792196
1192,30,Veracruz de Ignacio de la Llave,76,Ilamatlán,27150,15332413,0.0017707584579152674
1193,16,Michoacán de Ocampo,87,Taretan,27142,8722733,0.003111639436859984
1194,16,Michoacán de Ocampo,100,Tzintzuntzan,27115,8722733,0.003108544076724577
1195,21,Puebla,145,San Sebastián Tlacotepec,27089,11567088,0.0023419031652564585
1196,16,Michoacán de Ocampo,91,Tingüindín,27035,8722733,0.003099372639286334
1197,20,Oaxaca,58,Mazatlán Villa de Flores,26896,7615962,0.003531530225597239
1198,30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,26889,15332413,0.0017537356970491207
1199,30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,26789,15332413,0.0017472135664490644
1200,13,Hidalgo,21,Emiliano Zapata,26724,5333562,0.005010535173304445
1201,29,Tlaxcala,2,Apetatitlán de Antonio Carvajal,26722,2342829,0.011405868716837636
1202,16,Michoacán de Ocampo,44,Jiménez,26583,8722733,0.0030475540177602595
1203,14,Jalisco,59,Mazamitla,26510,14729215,0.001799824362669701
1204,13,Hidalgo,75,Tolcayuca,26487,5333562,0.004966099578480572
1205,14,Jalisco,51,Juanacatlán,26469,14729215,0.0017970407791589708
1206,30,Veracruz de Ignacio de la Llave,57,Chiconquiaco,26436,15332413,0.001724190445430866
1207,12,Guerrero,16,Coahuayutla de José María Izazaga,26414,6789085,0.0038906568410912515
1208,7,Chiapas,70,El Porvenir,26409,9645256,0.0027380299703812943
1209,12,Guerrero,60,Tetipac,26269,6789085,0.003869299029250628
1210,28,Tamaulipas,29,Ocampo,26229,6556450,0.004000488069000755
1211,5,Coahuila de Zaragoza,7,Cuatro Ciénegas,26198,5506909,0.004757296697657434
1212,16,Michoacán de Ocampo,51,Marcos Castellanos,26095,8722733,0.0029916082493869752
1213,21,Puebla,89,Jopala,26063,11567088,0.0022532032262571186
1214,15,México,71,Polotitlán,26013,30357152,0.0008568985654517262
1215,22,Querétaro,3,Arroyo Seco,25918,3660138,0.00708115377070482
1216,30,Veracruz de Ignacio de la Llave,154,Tantima,25895,15332413,0.0016889057188845618
1217,12,Guerrero,77,Marquelia,25870,6789085,0.003810528222875395
1218,32,Zacatecas,53,Villa González Ortega,25864,2991119,0.00864693113179382
1219,30,Veracruz de Ignacio de la Llave,29,Calcahualco,25858,15332413,0.0016864925305625409
1220,5,Coahuila de Zaragoza,38,Zaragoza,25806,5506909,0.004686113389562094
1221,16,Michoacán de Ocampo,30,Ecuandureo,25724,8722733,0.0029490757082671223
1222,32,Zacatecas,7,Concepción del Oro,25692,2991119,0.00858942756874601
1223,13,Hidalgo,31,Jacala de Ledezma,25687,5333562,0.004816106009454845
1224,15,México,49,Joquicingo,25680,30357152,0.000845929156990748
1225,10,Durango,24,Rodeo,25627,3281041,0.007810630833323936
1226,13,Hidalgo,26,Huazalingo,25596,5333562,0.004799044240978168
1227,26,Sonora,41,Nacozari de García,25529,5346581,0.0047748271278411384
1228,15,México,72,Rayón,25510,30357152,0.0008403291586773357
1229,14,Jalisco,17,Ayutla,25478,14729215,0.0017297595289361993
1230,30,Veracruz de Ignacio de la Llave,78,Ixcatepec,25446,15332413,0.0016596213524903093
1231,12,Guerrero,15,Buenavista de Cuéllar,25416,6789085,0.003743656177526132
1232,21,Puebla,129,San José Miahuatlán,25407,11567088,0.0021964905946941877
1233,30,Veracruz de Ignacio de la Llave,55,Chalma,25391,15332413,0.0016560341806602784
1234,21,Puebla,87,Jolalpan,25362,11567088,0.002192600246492462
1235,7,Chiapas,35,Frontera Hidalgo,25330,9645256,0.0026261615036449006
1236,21,Puebla,213,Zihuateutla,25289,11567088,0.002186289237187441
1237,16,Michoacán de Ocampo,78,Santa Ana Maya,25246,8722733,0.0028942763695736186
1238,20,Oaxaca,277,Villa Sola de Vega,25236,7615962,0.0033135669531964575
1239,21,Puebla,86,Jalpan,25232,11567088,0.0021813614627985887
1240,21,Puebla,61,Eloxochitlán,25157,11567088,0.002174877549129046
1241,30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,25060,15332413,0.0016344459283740922
1242,30,Veracruz de Ignacio de la Llave,152,Tampico Alto,25035,15332413,0.0016328153957240782
1243,10,Durango,15,Nazas,24894,3281041,0.007587226127317519
1244,26,Sonora,35,Imuris,24893,5346581,0.0046558726034450805
1245,29,Tlaxcala,32,Tetlatlahuca,24858,2342829,0.01061024940360564
1246,12,Guerrero,6,Apaxtla,24853,6789085,0.003660728949482883
1247,30,Veracruz de Ignacio de la Llave,200,Zentla,24767,15332413,0.0016153360857159274
1248,31,Yucatán,53,Muna,24708,3916927,0.006308006250818563
1249,7,Chiapas,82,Sitalá,24670,9645256,0.0025577340819155033
1250,20,Oaxaca,450,Santiago Amoltepec,24626,7615962,0.003233472015747978
1251,32,Zacatecas,23,Juchipila,24611,2991119,0.00822802436145135
1252,32,Zacatecas,25,Luis Moya,24604,2991119,0.00822568410016452
1253,13,Hidalgo,17,Chapantongo,24573,5333562,0.004607239964586518
1254,14,Jalisco,65,Pihuamo,24563,14729215,0.0016676380920503911
1255,29,Tlaxcala,42,Xicohtzinco,24510,2342829,0.010461711033967909
1256,21,Puebla,202,Xochitlán de Vicente Suárez,24498,11567088,0.0021179055610193336
1257,12,Guerrero,69,Xalpatláhuac,24484,6789085,0.003606377000729848
1258,7,Chiapas,91,Tapilula,24422,9645256,0.0025320219598111236
1259,16,Michoacán de Ocampo,21,Charapan,24336,8722733,0.0027899512687136014
1260,15,México,22,Cocotitlán,24284,30357152,0.0007999432884876684
1261,28,Tamaulipas,1,Abasolo,24284,6556450,0.0037038336294793676
1262,15,México,107,Tonatico,24206,30357152,0.0007973738774968087
1263,24,San Luis Potosí,33,Santo Domingo,24178,5184349,0.004663652080521585
1264,21,Puebla,102,Nealtican,24028,11567088,0.0020772730353568677
1265,32,Zacatecas,8,Cuauhtémoc,23939,2991119,0.008003359277915723
1266,10,Durango,20,Pánuco de Coronado,23894,3281041,0.007282444809437005
1267,20,Oaxaca,466,Santiago Ixtayutla,23843,7615962,0.0031306616288264044
1268,24,San Luis Potosí,31,Santa Catarina,23802,5184349,0.004591126098956687
1269,20,Oaxaca,418,Santa María Jalapa del Marqués,23791,7615962,0.003123833863666862
1270,20,Oaxaca,150,San Francisco Telixtlahuaca,23789,7615962,0.003123571257314572
1271,10,Durango,28,San Juan del Río,23785,3281041,0.007249223645788029
1272,7,Chiapas,60,Ocotepec,23756,9645256,0.002462972470611459
1273,21,Puebla,75,Hueyapan,23743,11567088,0.0020526341634126066
1274,20,Oaxaca,125,San Carlos Yautepec,23685,7615962,0.0031099157269954864
1275,20,Oaxaca,298,San Pablo Villa de Mitla,23660,7615962,0.0031066331475918603
1276,30,Veracruz de Ignacio de la Llave,103,Mecatlán,23616,15332413,0.0015402663625092802
1277,5,Coahuila de Zaragoza,11,General Cepeda,23604,5506909,0.0042862520517408225
1278,15,México,79,Soyaniquilpan de Juárez,23596,30357152,0.0007772797659016235
1279,29,Tlaxcala,27,Tenancingo,23541,2342829,0.010048108504718014
1280,14,Jalisco,68,Villa Purificación,23523,14729215,0.001597030120070893
1281,30,Veracruz de Ignacio de la Llave,54,Chacaltianguis,23467,15332413,0.0015305483879151963
1282,15,México,55,Mexicaltzingo,23432,30357152,0.0007718774145875081
1283,21,Puebla,152,Soltepec,23427,11567088,0.0020253152738182677
1284,8,Chihuahua,4,Aquiles Serdán,23409,6847912,0.0034184142553233747
1285,11,Guanajuato,10,Coroneo,23384,10990840,0.002127589883939717
1286,21,Puebla,22,Atzitzihuacán,23369,11567088,0.002020301047247155
1287,11,Guanajuato,38,Tarandacuao,23350,10990840,0.0021244963988193803
1288,13,Hidalgo,66,Villa de Tezontepec,23318,5333562,0.004371937553177408
1289,30,Veracruz de Ignacio de la Llave,52,Cuichapa,23301,15332413,0.001519721651119103
1290,21,Puebla,107,Olintla,23295,11567088,0.0020139035857598734
1291,8,Chihuahua,1,Ahumada,23238,6847912,0.003393443140040351
1292,16,Michoacán de Ocampo,36,Huandacareo,23226,8722733,0.002662697574257976
1293,21,Puebla,136,San Miguel Xoxtla,23196,11567088,0.002005344819716077
1294,11,Guanajuato,45,Xichú,23195,10990840,0.002110393746064905
1295,16,Michoacán de Ocampo,95,Tocumbo,23190,8722733,0.002658570427410767
1296,18,Nayarit,5,Huajicori,23179,2178445,0.010640158461654987
1297,12,Guerrero,49,Pilcaya,23158,6789085,0.003411063493828697
1298,20,Oaxaca,136,San Felipe Usila,23151,7615962,0.0030397998309340305
1299,20,Oaxaca,312,San Pedro Jicayán,23143,7615962,0.00303874940552487
1300,32,Zacatecas,32,Morelos,23072,2991119,0.007713501201389848
1301,12,Guerrero,64,Tlalchapa,23012,6789085,0.0033895583867340003
1302,7,Chiapas,115,Maravilla Tenejapa,22921,9645256,0.0023764014143326006
1303,13,Hidalgo,35,Metepec,22872,5333562,0.004288316138445564
1304,31,Yucatán,91,Tinum,22867,3916927,0.005837994938378989
1305,12,Guerrero,44,Mochitlán,22791,6789085,0.0033570061355838086
1306,20,Oaxaca,242,San Martín Peras,22765,7615962,0.0029891168049420414
1307,13,Hidalgo,7,Almoloya,22765,5333562,0.004268254498588373
1308,30,Veracruz de Ignacio de la Llave,197,Yecuatla,22763,15332413,0.0014846325884908004
1309,21,Puebla,157,Tehuitzingo,22710,11567088,0.0019633290591374425
1310,10,Durango,18,El Oro,22700,3281041,0.006918535915887671
1311,20,Oaxaca,549,Tezoatlán de Segura y Luna,22651,7615962,0.002974148242861506
1312,30,Veracruz de Ignacio de la Llave,150,Tamalín,22619,15332413,0.0014752407204267194
1313,30,Veracruz de Ignacio de la Llave,180,Tlachichilco,22607,15332413,0.0014744580647547128
1314,20,Oaxaca,525,Santo Domingo Zanatepec,22503,7615962,0.0029547153727920387
1315,13,Hidalgo,42,Molango de Escamilla,22478,5333562,0.004214444305700393
1316,15,México,83,Temamatla,22434,30357152,0.0007390021303711231
1317,11,Guanajuato,24,Pueblo Nuevo,22429,10990840,0.0020406993460008517
1318,18,Nayarit,3,Amatlán de Cañas,22422,2178445,0.010292662885682218
1319,19,Nuevo León,13,China,22409,9320338,0.0024043119466268283
1320,5,Coahuila de Zaragoza,23,Ocampo,22316,5506909,0.004052364039427563
1321,7,Chiapas,56,Mitontic,22314,9645256,0.002313468921923897
1322,8,Chihuahua,35,Janos,22243,6847912,0.0032481433756742202
1323,13,Hidalgo,65,Tetepango,22235,5333562,0.004168883759108828
1324,20,Oaxaca,25,Chahuites,22235,7615962,0.0029195261215851655
1325,30,Veracruz de Ignacio de la Llave,35,Citlaltépetl,22199,15332413,0.0014478477719064833
1326,10,Durango,35,Tepehuanes,22199,3281041,0.0067658404756295335
1327,29,Tlaxcala,29,Tepeyanco,22105,2342829,0.00943517431276461
1328,20,Oaxaca,166,San José Chiltepec,22097,7615962,0.0029014062832771487
1329,20,Oaxaca,377,Santa Cruz Itundujia,22095,7615962,0.0029011436769248587
1330,16,Michoacán de Ocampo,1,Acuitzio,22029,8722733,0.0025254699415882616
1331,13,Hidalgo,32,Jaltocán,21884,5333562,0.00410307408069879
1332,7,Chiapas,67,Pantepec,21777,9645256,0.002257793883334978
1333,15,México,6,Almoloya del Río,21772,30357152,0.0007171950781153647
1334,30,Veracruz de Ignacio de la Llave,194,Villa Aldama,21702,15332413,0.0014154327828242038
1335,14,Jalisco,92,Teocuitatlán de Corona,21690,14729215,0.0014725835694570282
1336,7,Chiapas,24,Chanal,21634,9645256,0.0022429679419602756
1337,12,Guerrero,36,Igualapa,21633,6789085,0.003186438231366966
1338,17,Morelos,27,Totolapan,21606,3558947,0.006070896813018008
1339,20,Oaxaca,414,Santa María Huazolotitlán,21601,7615962,0.0028362799079092046
1340,16,Michoacán de Ocampo,5,Angangueo,21581,8722733,0.002474109891934099
1341,8,Chihuahua,13,Casas Grandes,21568,6847912,0.0031495731837675486
1342,21,Puebla,138,San Nicolás de los Ranchos,21564,11567088,0.0018642548582668342
1343,30,Veracruz de Ignacio de la Llave,79,Ixhuacán de los Reyes,21475,15332413,0.0014006275463620762
1344,30,Veracruz de Ignacio de la Llave,199,Zaragoza,21472,15332413,0.0014004318824440746
1345,16,Michoacán de Ocampo,11,Briseñas,21317,8722733,0.0024438441483878963
1346,10,Durango,6,General Simón Bolívar,21294,3281041,0.006490013382947668
1347,30,Veracruz de Ignacio de la Llave,170,Texcatepec,21281,15332413,0.0013879746129979672
1348,32,Zacatecas,9,Chalchihuites,21214,2991119,0.007092328991257118
1349,15,México,89,Tenango del Aire,21188,30357152,0.0006979574368504661
1350,20,Oaxaca,509,Santo Domingo de Morelos,21094,7615962,0.0027697091976036643
1351,12,Guerrero,81,Iliatenco,21053,6789085,0.003101006984004472
1352,10,Durango,21,Peñón Blanco,21048,3281041,0.006415037178749062
1353,12,Guerrero,72,Zapotitlán Tablas,21032,6789085,0.0030979137836689334
1354,20,Oaxaca,131,San Dionisio Ocotepec,21015,7615962,0.0027593362466882057
1355,20,Oaxaca,325,San Pedro Quiatoni,21003,7615962,0.002757760608574465
1356,8,Chihuahua,60,Santa Bárbara,20984,6847912,0.0030642917140290354
1357,13,Hidalgo,40,La Misión,20931,5333562,0.003924394241596891
1358,21,Puebla,8,Ahuazotepec,20914,11567088,0.0018080609397974669
1359,10,Durango,9,Guanaceví,20862,3281041,0.006358347853623286
1360,30,Veracruz de Ignacio de la Llave,90,Jamapa,20782,15332413,0.0013554291813036865
1361,30,Veracruz de Ignacio de la Llave,110,Mixtla de Altamirano,20775,15332413,0.0013549726321616827
1362,31,Yucatán,3,Akil,20768,3916927,0.005302115663631209
1363,20,Oaxaca,309,San Pedro Ixcatlán,20742,7615962,0.0027234904796006073
1364,14,Jalisco,40,Hostotipaquillo,20649,14729215,0.0014019077051967807
1365,15,México,38,Isidro Fabela,20631,30357152,0.0006796092070824035
1366,30,Veracruz de Ignacio de la Llave,177,Tlacolulan,20624,15332413,0.0013451242149555977
1367,15,México,12,Atizapán,20598,30357152,0.0006785221485862705
1368,7,Chiapas,42,Ixhuatán,20570,9645256,0.0021326546438995503
1369,13,Hidalgo,72,Tlanalapa,20541,5333562,0.0038512723766968493
1370,7,Chiapas,43,Ixtacomitán,20480,9645256,0.0021233236318455415
1371,21,Puebla,167,Tepetzintla,20480,11567088,0.0017705406926963813
1372,24,San Luis Potosí,27,San Ciro de Acosta,20445,5184349,0.0039436002475913565
1373,15,México,125,Tonanitla,20445,30357152,0.0006734821501041995
1374,21,Puebla,91,Juan Galindo,20426,11567088,0.0017658722748543107
1375,24,San Luis Potosí,52,Villa Juárez,20376,5184349,0.003930290958421202
1376,14,Jalisco,20,Cabo Corrientes,20278,14729215,0.0013767196690387098
1377,30,Veracruz de Ignacio de la Llave,114,Nautla,20277,15332413,0.0013224924217734024
1378,20,Oaxaca,375,Santa Cruz Amilpas,20240,7615962,0.0026575762851757927
1379,5,Coahuila de Zaragoza,14,Jiménez,20125,5506909,0.003654500192394681
1380,16,Michoacán de Ocampo,74,Cojumatlán de Régules,19970,8722733,0.0022894200705214753
1381,12,Guerrero,63,Tlacoapa,19958,6789085,0.0029397186807942456
1382,16,Michoacán de Ocampo,23,Chavinda,19950,8722733,0.0022871272111619147
1383,13,Hidalgo,64,Tepetitlán,19880,5333562,0.003727340190289341
1384,20,Oaxaca,12,Candelaria Loxicha,19853,7615962,0.002606761956007659
1385,31,Yucatán,80,Tekit,19805,3916927,0.005056259664783133
1386,13,Hidalgo,34,Lolotla,19783,5333562,0.003709153470044972
1387,29,Tlaxcala,50,San Francisco Tetlanohcan,19770,2342829,0.008438515999247064
1388,29,Tlaxcala,1,Amaxac de Guerrero,19758,2342829,0.008433393986500936
1389,7,Chiapas,116,Marqués de Comillas,19718,9645256,0.002044321063121601
1390,24,San Luis Potosí,47,Villa de Guadalupe,19703,5184349,0.0038004771669499873
1391,24,San Luis Potosí,6,Catorce,19681,5184349,0.0037962336254754453
1392,30,Veracruz de Ignacio de la Llave,20,Atlahuilco,19648,15332413,0.0012814682202990488
1393,13,Hidalgo,71,Tlahuiltepa,19634,5333562,0.00368121716781393
1394,21,Puebla,175,Tianguismanalco,19622,11567088,0.001696364720316816
1395,29,Tlaxcala,40,Xaltocan,19591,2342829,0.008362112642450644
1396,10,Durango,17,Ocampo,19531,3281041,0.0059526839195243215
1397,4,Campeche,8,Tenabo,19495,1653874,0.011787475950404929
1398,29,Tlaxcala,17,Mazatecochco de José María Morelos,19493,2342829,0.008320282871690593
1399,7,Chiapas,85,Soyaló,19484,9645256,0.0020200604317811783
1400,14,Jalisco,49,Jilotlán de los Dolores,19482,14729215,0.001322677413562094
1401,21,Puebla,100,Naupan,19420,11567088,0.001678901379500182
1402,30,Veracruz de Ignacio de la Llave,8,Alpatláhuac,19382,15332413,0.0012641193529028991
1403,15,México,27,Chapultepec,19352,30357152,0.0006374774550656136
1404,20,Oaxaca,437,Santa María Tlahuitoltepec,19333,7615962,0.002538484304412233
1405,20,Oaxaca,475,Santiago Matatlán,19330,7615962,0.002538090394883798
1406,16,Michoacán de Ocampo,60,Numarán,19274,8722733,0.0022096285648087587
1407,14,Jalisco,99,Tolimán,19243,14729215,0.0013064511584629595
1408,8,Chihuahua,30,Guazapares,19237,6847912,0.0028091774543831756
1409,26,Sonora,47,Pitiquito,19232,5346581,0.003597065115070734
1410,20,Oaxaca,307,San Pedro Huamelula,19206,7615962,0.002521808801041812
1411,16,Michoacán de Ocampo,101,Tzitzio,19164,8722733,0.0021970178383311743
1412,21,Puebla,40,Cuautinchán,19133,11567088,0.0016540896031913997
1413,28,Tamaulipas,34,San Carlos,19114,6556450,0.0029152971501346004
1414,16,Michoacán de Ocampo,13,Carácuaro,19102,8722733,0.0021899099743165357
1415,20,Oaxaca,483,Santiago Suchilquitongo,19098,7615962,0.0025076280580181467
1416,20,Oaxaca,177,San Juan Bautista Cuicatlán,19054,7615962,0.0025018507182677646
1417,20,Oaxaca,188,San Juan Colorado,19005,7615962,0.002495416862636657
1418,17,Morelos,5,Coatlán del Río,18942,3558947,0.005322360799416232
1419,17,Morelos,14,Mazatepec,18923,3558947,0.005317022141661565
1420,21,Puebla,122,San Felipe Teotlalcingo,18869,11567088,0.0016312662270746103
1421,30,Veracruz de Ignacio de la Llave,36,Coacoatzintla,18860,15332413,0.0012300738311706058
1422,24,San Luis Potosí,26,San Antonio,18858,5184349,0.0036374865966778084
1423,20,Oaxaca,553,Tlalixtac de Cabrera,18854,7615962,0.002475590083038755
1424,21,Puebla,112,Petlalcingo,18801,11567088,0.0016253874786808919
1425,15,México,34,Ecatzingo,18749,30357152,0.0006176139316362747
1426,13,Hidalgo,36,San Agustín Metzquititlán,18738,5333562,0.0035132243705051146
1427,32,Zacatecas,50,Vetagrande,18728,2991119,0.00626120191139169
1428,31,Yucatán,67,Seyé,18571,3916927,0.004741216775293489
1429,20,Oaxaca,338,Villa de Etla,18560,7615962,0.0024369869492521104
1430,21,Puebla,191,Tulcingo,18540,11567088,0.0016028234591108843
1431,26,Sonora,66,Ures,18533,5346581,0.0034663273594845003
1432,20,Oaxaca,417,Santa María Jacatepec,18507,7615962,0.0024300278809164227
1433,21,Puebla,137,San Nicolás Buenos Aires,18444,11567088,0.00159452404961387
1434,21,Puebla,39,Cuautempan,18424,11567088,0.0015927950059686587
1435,12,Guerrero,26,Cuetzala del Progreso,18381,6789085,0.0027074340651207047
1436,26,Sonora,4,Altar,18377,5346581,0.0034371498346326373
1437,31,Yucatán,13,Conkal,18358,3916927,0.004686837411062295
1438,24,San Luis Potosí,43,Tierra Nueva,18285,5184349,0.0035269616300908756
1439,28,Tamaulipas,4,Antiguo Morelos,18278,6556450,0.0027877891236873613
1440,14,Jalisco,95,Teuchitlán,18226,14729215,0.0012374047089407005
1441,15,México,78,Santo Tomás,18222,30357152,0.0006002539368646966
1442,17,Morelos,32,Zacualpan,18198,3558947,0.005113310201022943
1443,32,Zacatecas,31,Monte Escobedo,18169,2991119,0.00607431533148631
