,entidad,nom_ent,mun,nom_mun,p_total,pob_edo,prop_pob_mun
2329,20,Oaxaca,547,Teotongo,1885,7026438,0.0002682724874253498
2330,20,Oaxaca,359,Santa Ana Yareni,1883,7026438,0.00026798784818139715
2331,20,Oaxaca,290,San Nicolás Hidalgo,1872,7026438,0.00026642233233965774
2332,20,Oaxaca,522,Santo Domingo Xagacía,1866,7026438,0.00026556841460779985
2333,20,Oaxaca,432,Santa María Temaxcalapa,1848,7026438,0.00026300666141222624
2334,20,Oaxaca,257,San Melchor Betaza,1838,7026438,0.0002615834651924631
2335,20,Oaxaca,371,Santa Catarina Ticuá,1838,7026438,0.0002615834651924631
2336,26,Sonora,22,Cucurpe,1836,4811876,0.00038155596694511664
2337,20,Oaxaca,436,Santa María Texcatitlán,1823,7026438,0.0002594486708628184
2338,20,Oaxaca,209,San Juan Mixtepec - Dto. 26 -,1806,7026438,0.0002570292372892211
2339,20,Oaxaca,322,San Pedro Ocopetatillo,1794,7026438,0.0002553214018255053
2340,20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,1767,7026438,0.0002514787720321449
2341,20,Oaxaca,144,San Francisco Jaltepetongo,1762,7026438,0.0002507671739222633
2342,20,Oaxaca,440,Santa María Totolapilla,1756,7026438,0.0002499132561904054
2343,20,Oaxaca,86,San Agustín Tlacotepec,1753,7026438,0.0002494862973244765
2344,20,Oaxaca,480,Santiago Nundiche,1748,7026438,0.0002487746992145949
2345,26,Sonora,32,Huásabas,1739,4811876,0.0003613975089964912
2346,20,Oaxaca,514,Santo Domingo Roayaga,1726,7026438,0.00024564366753111603
2347,20,Oaxaca,32,Fresnillo de Trujano,1704,7026438,0.00024251263584763717
2348,20,Oaxaca,321,San Pedro Nopala,1692,7026438,0.00024080480038392142
2349,20,Oaxaca,18,Concepción Buenavista,1683,7026438,0.0002395239237861346
2350,20,Oaxaca,313,San Pedro Jocotipac,1642,7026438,0.00023368881928510576
2351,20,Oaxaca,451,Santiago Apoala,1630,7026438,0.00023198098382139
2352,20,Oaxaca,276,San Miguel Santa Flor,1603,7026438,0.00022813835402802957
2353,20,Oaxaca,258,San Miguel Achiutla,1598,7026438,0.000227426755918148
2354,20,Oaxaca,155,San Ildefonso Sola,1593,7026438,0.00022671515780826643
2355,21,Puebla,146,Santa Catarina Tlaltempan,1590,10774602,0.00014756925592239974
2356,20,Oaxaca,355,Santa Ana Cuauhtémoc,1579,7026438,0.00022472268310059807
2357,26,Sonora,9,Bacanora,1571,4811876,0.00032648389110608836
2358,20,Oaxaca,268,San Miguel Ejutla,1556,7026438,0.00022144933179514285
2359,21,Puebla,133,San Martín Totoltepec,1545,10774602,0.00014339276754723746
2360,21,Puebla,131,San Juan Atzompa,1530,10774602,0.00014200060475551672
2361,20,Oaxaca,238,San Martín de los Cansecos,1522,7026438,0.0002166104646479482
2362,20,Oaxaca,4,Asunción Cuyotepeji,1516,7026438,0.00021575654691609035
2363,20,Oaxaca,404,Santa María Chachoápam,1513,7026438,0.0002153295880501614
2364,20,Oaxaca,101,San Andrés Zabache,1512,7026438,0.0002151872684281851
2365,20,Oaxaca,506,Santo Domingo Albarradas,1494,7026438,0.00021262551523261146
2366,26,Sonora,7,Atil,1487,4811876,0.00030902708216088695
2367,20,Oaxaca,501,Santiago Yucuyachi,1484,7026438,0.00021120231901284833
2368,20,Oaxaca,320,San Pedro Molinos,1484,7026438,0.00021120231901284833
2369,20,Oaxaca,542,Taniche,1478,7026438,0.00021034840128099046
2370,20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,1476,7026438,0.00021006376203703783
2371,21,Puebla,30,Coatepec,1458,10774602,0.0001353182233552571
2372,20,Oaxaca,316,San Pedro Mártir Quiechapa,1444,7026438,0.00020550953413379583
2373,20,Oaxaca,199,San Juan Ihualtepec,1434,7026438,0.0002040863379140327
2374,20,Oaxaca,411,Santa María Guelacé,1420,7026438,0.0002020938632063643
2375,20,Oaxaca,538,Sitio de Xitlapehua,1416,7026438,0.00020152458471845905
2376,20,Oaxaca,8,Asunción Tlacolulita,1398,7026438,0.00019896283152288542
2377,20,Oaxaca,114,San Baltazar Yatzachi el Bajo,1383,7026438,0.00019682803719324072
2378,20,Oaxaca,282,San Miguel Tenango,1377,7026438,0.00019597411946138286
2379,20,Oaxaca,121,San Bartolo Soyaltepec,1373,7026438,0.0001954048409734776
2380,26,Sonora,24,Divisaderos,1365,4811876,0.000283673145359523
2381,20,Oaxaca,140,San Francisco Chindúa,1349,7026438,0.00019198917004604609
2382,20,Oaxaca,204,San Juan Lajarcia,1348,7026438,0.00019184685042406978
2383,20,Oaxaca,122,San Bartolo Yautepec,1331,7026438,0.00018942741685047245
2384,20,Oaxaca,215,San Juan Sayultepec,1316,7026438,0.00018729262252082776
2385,20,Oaxaca,224,San Juan Yucuita,1313,7026438,0.00018686566365489884
2386,20,Oaxaca,331,San Pedro Tidaá,1292,7026438,0.00018387695159339626
2387,20,Oaxaca,288,San Miguel Yotao,1264,7026438,0.00017989200217805948
2388,20,Oaxaca,463,Santiago Huauclilla,1242,7026438,0.00017676097049458062
2389,20,Oaxaca,422,Santa María Nativitas,1240,7026438,0.00017647633125062798
2390,20,Oaxaca,96,San Andrés Sinaxtla,1236,7026438,0.00017590705276272273
2391,20,Oaxaca,370,Santa Catarina Tayata,1192,7026438,0.00016964498939576496
2392,20,Oaxaca,423,Santa María Nduayaco,1184,7026438,0.00016850643241995446
2393,20,Oaxaca,354,Santa Ana Ateixtlahuaca,1160,7026438,0.00016509076149252296
2394,21,Puebla,135,San Miguel Ixitlán,1159,10774602,0.00010756777837362346
2395,20,Oaxaca,246,San Mateo Cajonos,1148,7026438,0.0001633829260288072
2396,20,Oaxaca,416,Santa María Ixcatlán,1146,7026438,0.00016309828678485457
2397,20,Oaxaca,419,Santa María Jaltianguis,1138,7026438,0.00016195972980904407
2398,20,Oaxaca,223,San Juan Yatzona,1131,7026438,0.00016096349245520988
2399,20,Oaxaca,186,San Juan Cieneguilla,1117,7026438,0.0001589710177475415
2400,20,Oaxaca,461,Santiago del Río,1110,7026438,0.0001579747803937073
2401,20,Oaxaca,62,Natividad,1092,7026438,0.0001554130271981337
2402,20,Oaxaca,383,Santa Cruz Tayata,1082,7026438,0.00015398983097837055
2403,20,Oaxaca,93,San Andrés Lagunas,1057,7026438,0.00015043184042896272
2404,20,Oaxaca,218,San Juan Teita,1026,7026438,0.00014601993214769703
2405,20,Oaxaca,99,San Andrés Tepetlapa,977,7026438,0.0001390462706708577
2406,20,Oaxaca,35,Guelatao de Juárez,963,7026438,0.0001370537959631893
2407,20,Oaxaca,493,Santiago Tillo,948,7026438,0.00013491900163354462
2408,20,Oaxaca,536,San Vicente Nuñú,942,7026438,0.00013406508390168676
2409,20,Oaxaca,552,Tlacotepec Plumas,936,7026438,0.00013321116616982887
2410,20,Oaxaca,408,Santa María del Rosario,898,7026438,0.00012780302053472898
2411,20,Oaxaca,524,Santo Domingo Yodohino,888,7026438,0.00012637982431496585
2412,20,Oaxaca,503,Santiago Zoochila,880,7026438,0.00012524126733915535
2413,20,Oaxaca,74,Santa Catarina Quioquitani,878,7026438,0.0001249566280952027
2414,20,Oaxaca,444,Santa María Yolotepec,870,7026438,0.0001238180711193922
2415,20,Oaxaca,54,Magdalena Zahuatlán,859,7026438,0.00012225255527765276
2416,21,Puebla,95,La Magdalena Tlatlauquitepec,852,10774602,7.907484656973873e-05
2417,26,Sonora,46,Oquitoa,848,4811876,0.00017623064268489048
2418,20,Oaxaca,464,Santiago Ihuitlán Plumas,838,7026438,0.0001192638432161502
2419,20,Oaxaca,373,Santa Catarina Zapoquila,830,7026438,0.0001181252862403397
2420,20,Oaxaca,471,Santiago Lalopa,828,7026438,0.00011784064699638707
2421,20,Oaxaca,181,San Juan Bautista Suchitepec,826,7026438,0.00011755600775243445
2422,20,Oaxaca,443,Santa María Yavesía,825,7026438,0.00011741368813045814
2423,20,Oaxaca,196,San Juan Evangelista Analco,824,7026438,0.00011727136850848182
2424,20,Oaxaca,172,San Juan Achiutla,821,7026438,0.00011684440964255288
2425,26,Sonora,44,Onavas,790,4811876,0.0001641771317465371
2426,20,Oaxaca,151,San Francisco Teopan,786,7026438,0.00011186322287338194
2427,20,Oaxaca,119,San Bartolomé Yucuañe,777,7026438,0.00011058234627559512
2428,20,Oaxaca,120,San Bartolomé Zoogocho,762,7026438,0.00010844755194595042
2429,20,Oaxaca,332,San Pedro Topiltepec,762,7026438,0.00010844755194595042
2430,20,Oaxaca,100,San Andrés Yaá,760,7026438,0.0001081629127019978
2431,20,Oaxaca,376,Santa Cruz de Bravo,758,7026438,0.00010787827345804518
2432,20,Oaxaca,138,San Francisco Cajonos,749,7026438,0.00010659739686025836
2433,20,Oaxaca,287,San Miguel Tulancingo,700,7026438,9.962373538341903e-05
2434,20,Oaxaca,147,San Francisco Nuxaño,686,7026438,9.763126067575064e-05
2435,26,Sonora,53,San Felipe de Jesús,624,4811876,0.00012967915216435336
2436,20,Oaxaca,106,San Antonio Acutla,622,7026438,8.852280486926662e-05
2437,20,Oaxaca,430,Santa María Tataltepec,606,7026438,8.624569091764562e-05
2438,20,Oaxaca,442,Santa María Yalina,584,7026438,8.311465923416673e-05
2439,20,Oaxaca,521,Santo Domingo Tonaltepec,584,7026438,8.311465923416673e-05
2440,20,Oaxaca,191,San Juan Chicomezúchil,573,7026438,8.154914339242729e-05
2441,20,Oaxaca,267,San Miguel del Río,556,7026438,7.912970981882997e-05
2442,20,Oaxaca,311,San Pedro Jaltepetongo,542,7026438,7.713723511116158e-05
2443,20,Oaxaca,476,Santiago Miltepec,539,7026438,7.671027624523265e-05
2444,26,Sonora,54,San Javier,511,4811876,0.00010619558774997527
2445,20,Oaxaca,129,San Cristóbal Suchixtlahuaca,506,7026438,7.201372872001432e-05
2446,20,Oaxaca,341,San Pedro Yucunama,493,7026438,7.016357363432225e-05
2447,20,Oaxaca,556,La Trinidad Vista Hermosa,472,7026438,6.717486157281968e-05
2448,20,Oaxaca,256,San Mateo Tlapiltepec,456,7026438,6.489774762119867e-05
2449,20,Oaxaca,281,San Miguel Tecomatlán,438,7026438,6.233599442562505e-05
2450,20,Oaxaca,479,Santiago Nejapilla,400,7026438,5.6927848790525155e-05
2451,20,Oaxaca,518,Santo Domingo Tlatayápam,297,7026438,4.226892772696493e-05
2452,20,Oaxaca,488,Santiago Tepetlapa,239,7026438,3.401438965233878e-05
2453,20,Oaxaca,47,Santa Magdalena Jicotlán,205,7026438,2.9175522505144143e-05
